history_id,opportunity_id,field,old_value,new_value,created_date,created_by
HIST-0014492,OPP-01841,CloseDate,2026-04-30,2026-05-10,2026-04-11,Tyler Brooks
HIST-0014493,OPP-01842,StageName,,1 - Prospecting,2022-11-20,Olivia Chen
HIST-0014494,OPP-01842,CloseDate,,2023-02-06,2022-11-20,Olivia Chen
HIST-0014495,OPP-01842,Amount,,11100,2022-11-20,Olivia Chen
HIST-0014496,OPP-01842,StageName,1 - Prospecting,2 - Scoping,2023-01-13,Olivia Chen
HIST-0014497,OPP-01842,StageName,2 - Scoping,7 - Closed Lost,2023-02-06,Olivia Chen
HIST-0014498,OPP-01843,StageName,,1 - Prospecting,2022-02-17,Priya Patel
HIST-0014499,OPP-01843,CloseDate,,2022-03-19,2022-02-17,Priya Patel
HIST-0014500,OPP-01843,Amount,,24500,2022-02-17,Priya Patel
HIST-0014501,OPP-01843,StageName,1 - Prospecting,6 - Closed Won,2022-03-12,Priya Patel
HIST-0014502,OPP-01843,CloseDate,2022-03-19,2022-03-12,2022-03-05,Priya Patel
HIST-0014503,OPP-01844,StageName,,1 - Prospecting,2021-05-09,Sarah Mitchell
HIST-0014504,OPP-01844,CloseDate,,2021-11-30,2021-05-09,Sarah Mitchell
HIST-0014505,OPP-01844,Amount,,22900,2021-05-09,Sarah Mitchell
HIST-0014506,OPP-01844,StageName,1 - Prospecting,2 - Scoping,2021-05-26,Sarah Mitchell
HIST-0014507,OPP-01844,StageName,2 - Scoping,3 - Engaged,2021-06-26,Sarah Mitchell
HIST-0014508,OPP-01844,StageName,3 - Engaged,4 - Proposal,2021-07-15,Sarah Mitchell
HIST-0014509,OPP-01844,StageName,4 - Proposal,3 - Engaged,2021-08-11,Sarah Mitchell
HIST-0014510,OPP-01844,StageName,3 - Engaged,4 - Proposal,2021-09-27,Sarah Mitchell
HIST-0014511,OPP-01844,StageName,4 - Proposal,5 - Negotiation,2021-11-04,Sarah Mitchell
HIST-0014512,OPP-01844,StageName,5 - Negotiation,6 - Closed Won,2021-12-30,Sarah Mitchell
HIST-0014513,OPP-01844,StageName,6 - Closed Won,7 - Closed Lost,2022-04-17,Sarah Mitchell
HIST-0014514,OPP-01844,CloseDate,2021-11-30,2022-01-31,2021-11-09,Sarah Mitchell
HIST-0014515,OPP-01844,CloseDate,2022-01-31,2022-03-31,2022-01-17,Sarah Mitchell
HIST-0014516,OPP-01844,CloseDate,2022-03-31,2022-02-28,2022-03-17,Sarah Mitchell
HIST-0014517,OPP-01844,CloseDate,2022-02-28,2022-03-31,2022-03-18,Sarah Mitchell
HIST-0014518,OPP-01844,CloseDate,2022-03-31,2022-04-17,2022-03-19,Sarah Mitchell
HIST-0014519,OPP-01845,StageName,,1 - Prospecting,2026-02-11,Melissa Grant
HIST-0014520,OPP-01845,CloseDate,,2026-03-13,2026-02-11,Melissa Grant
HIST-0014521,OPP-01845,Amount,,300,2026-02-11,Melissa Grant
HIST-0014522,OPP-01845,StageName,1 - Prospecting,2 - Scoping,2026-03-12,Melissa Grant
HIST-0014523,OPP-01845,StageName,2 - Scoping,7 - Closed Lost,2026-03-31,Melissa Grant
HIST-0014524,OPP-01845,CloseDate,2026-03-13,2026-02-28,2026-02-20,Melissa Grant
HIST-0014525,OPP-01845,CloseDate,2026-02-28,2026-03-31,2026-02-21,Melissa Grant
HIST-0014526,OPP-01846,StageName,,1 - Prospecting,2021-11-06,Rachel Nguyen
HIST-0014527,OPP-01846,CloseDate,,2023-03-31,2021-11-06,Rachel Nguyen
HIST-0014528,OPP-01846,Amount,,14600,2021-11-06,Rachel Nguyen
HIST-0014529,OPP-01846,StageName,1 - Prospecting,2 - Scoping,2021-12-25,Rachel Nguyen
HIST-0014530,OPP-01846,StageName,2 - Scoping,3 - Engaged,2022-02-13,Rachel Nguyen
HIST-0014531,OPP-01846,StageName,3 - Engaged,7 - Closed Lost,2023-05-14,Rachel Nguyen
HIST-0014532,OPP-01846,CloseDate,2023-03-31,2023-05-14,2023-03-10,Rachel Nguyen
HIST-0014533,OPP-01847,StageName,,1 - Prospecting,2025-01-09,Sarah Mitchell
HIST-0014534,OPP-01847,CloseDate,,2025-04-29,2025-01-09,Sarah Mitchell
HIST-0014535,OPP-01847,Amount,,225700,2025-01-09,Sarah Mitchell
HIST-0014536,OPP-01847,StageName,1 - Prospecting,7 - Closed Lost,2025-04-29,Sarah Mitchell
HIST-0014537,OPP-01847,Amount,225700,189700,2025-01-19,Sarah Mitchell
HIST-0014538,OPP-01848,StageName,,1 - Prospecting,2021-02-07,Samantha Lee
HIST-0014539,OPP-01848,CloseDate,,2021-11-04,2021-02-07,Samantha Lee
HIST-0014540,OPP-01848,Amount,,40700,2021-02-07,Samantha Lee
HIST-0014541,OPP-01848,StageName,1 - Prospecting,7 - Closed Lost,2021-11-04,Samantha Lee
HIST-0014542,OPP-01849,StageName,,1 - Prospecting,2023-08-30,Marcus Webb
HIST-0014543,OPP-01849,CloseDate,,2023-08-31,2023-08-30,Marcus Webb
HIST-0014544,OPP-01849,Amount,,294300,2023-08-30,Marcus Webb
HIST-0014545,OPP-01849,StageName,1 - Prospecting,7 - Closed Lost,2023-09-17,Marcus Webb
HIST-0014546,OPP-01849,CloseDate,2023-08-31,2023-09-17,2023-08-31,Marcus Webb
HIST-0014547,OPP-01850,StageName,,1 - Prospecting,2021-05-23,Marcus Webb
HIST-0014548,OPP-01850,CloseDate,,2022-06-30,2021-05-23,Marcus Webb
HIST-0014549,OPP-01850,Amount,,7200,2021-05-23,Marcus Webb
HIST-0014550,OPP-01850,StageName,1 - Prospecting,2 - Scoping,2021-06-18,Marcus Webb
HIST-0014551,OPP-01850,StageName,2 - Scoping,3 - Engaged,2021-07-17,Marcus Webb
HIST-0014552,OPP-01850,StageName,3 - Engaged,4 - Proposal,2021-08-30,Marcus Webb
HIST-0014553,OPP-01850,StageName,4 - Proposal,5 - Negotiation,2021-10-17,Marcus Webb
HIST-0014554,OPP-01850,StageName,5 - Negotiation,6 - Closed Won,2021-11-15,Marcus Webb
HIST-0014555,OPP-01850,StageName,6 - Closed Won,7 - Closed Lost,2022-07-21,Marcus Webb
HIST-0014556,OPP-01850,CloseDate,2022-06-30,2022-07-21,2022-06-02,Marcus Webb
HIST-0014557,OPP-01851,StageName,,1 - Prospecting,2025-06-24,Brian Kim
HIST-0014558,OPP-01851,CloseDate,,2026-04-30,2025-06-24,Brian Kim
HIST-0014559,OPP-01851,Amount,,8500,2025-06-24,Brian Kim
HIST-0014560,OPP-01851,StageName,1 - Prospecting,2 - Scoping,2025-07-28,Brian Kim
HIST-0014561,OPP-01851,StageName,2 - Scoping,3 - Engaged,2025-09-12,Brian Kim
HIST-0014562,OPP-01851,CloseDate,2026-04-30,2026-06-02,2026-04-09,Brian Kim
HIST-0014563,OPP-01852,StageName,,1 - Prospecting,2021-08-27,Marcus Webb
HIST-0014564,OPP-01852,CloseDate,,2022-01-31,2021-08-27,Marcus Webb
HIST-0014565,OPP-01852,Amount,,39700,2021-08-27,Marcus Webb
HIST-0014566,OPP-01852,StageName,1 - Prospecting,2 - Scoping,2021-10-09,Marcus Webb
HIST-0014567,OPP-01852,StageName,2 - Scoping,3 - Engaged,2021-11-24,Marcus Webb
HIST-0014568,OPP-01852,StageName,3 - Engaged,4 - Proposal,2021-12-22,Marcus Webb
HIST-0014569,OPP-01852,StageName,4 - Proposal,5 - Negotiation,2022-01-31,Marcus Webb
HIST-0014570,OPP-01852,StageName,5 - Negotiation,7 - Closed Lost,2022-02-15,Marcus Webb
HIST-0014571,OPP-01852,CloseDate,2022-01-31,2022-04-30,2022-01-10,Marcus Webb
HIST-0014572,OPP-01852,CloseDate,2022-04-30,2022-02-15,2022-04-02,Marcus Webb
HIST-0014573,OPP-01853,StageName,,1 - Prospecting,2024-11-28,Melissa Grant
HIST-0014574,OPP-01853,CloseDate,,2025-07-31,2024-11-28,Melissa Grant
HIST-0014575,OPP-01853,Amount,,9000,2024-11-28,Melissa Grant
HIST-0014576,OPP-01853,StageName,1 - Prospecting,2 - Scoping,2025-01-19,Melissa Grant
HIST-0014577,OPP-01853,StageName,2 - Scoping,3 - Engaged,2025-02-14,Melissa Grant
HIST-0014578,OPP-01853,StageName,3 - Engaged,4 - Proposal,2025-03-26,Melissa Grant
HIST-0014579,OPP-01853,StageName,4 - Proposal,5 - Negotiation,2025-04-17,Melissa Grant
HIST-0014580,OPP-01853,StageName,5 - Negotiation,6 - Closed Won,2026-01-17,Melissa Grant
HIST-0014581,OPP-01853,CloseDate,2025-07-31,2025-09-30,2025-07-17,Melissa Grant
HIST-0014582,OPP-01853,CloseDate,2025-09-30,2025-11-30,2025-09-09,Melissa Grant
HIST-0014583,OPP-01853,CloseDate,2025-11-30,2026-01-17,2025-11-16,Melissa Grant
HIST-0014584,OPP-01854,StageName,,1 - Prospecting,2024-01-10,Derek Thompson
HIST-0014585,OPP-01854,CloseDate,,2025-07-31,2024-01-10,Derek Thompson
HIST-0014586,OPP-01854,Amount,,3700,2024-01-10,Derek Thompson
HIST-0014587,OPP-01854,StageName,1 - Prospecting,2 - Scoping,2024-02-02,Derek Thompson
HIST-0014588,OPP-01854,StageName,2 - Scoping,3 - Engaged,2024-03-15,Derek Thompson
HIST-0014589,OPP-01854,StageName,3 - Engaged,4 - Proposal,2024-04-28,Derek Thompson
HIST-0014590,OPP-01854,StageName,4 - Proposal,3 - Engaged,2024-06-08,Derek Thompson
HIST-0014591,OPP-01854,StageName,3 - Engaged,4 - Proposal,2024-06-27,Derek Thompson
HIST-0014592,OPP-01854,StageName,4 - Proposal,5 - Negotiation,2024-07-24,Derek Thompson
HIST-0014593,OPP-01854,StageName,5 - Negotiation,6 - Closed Won,2025-08-28,Derek Thompson
HIST-0014594,OPP-01854,CloseDate,2025-07-31,2025-06-30,2025-07-17,Derek Thompson
HIST-0014595,OPP-01854,CloseDate,2025-06-30,2025-08-28,2025-07-18,Derek Thompson
HIST-0014596,OPP-01855,StageName,,1 - Prospecting,2025-02-16,Tyler Brooks
HIST-0014597,OPP-01855,CloseDate,,2026-01-22,2025-02-16,Tyler Brooks
HIST-0014598,OPP-01855,Amount,,21900,2025-02-16,Tyler Brooks
HIST-0014599,OPP-01855,StageName,1 - Prospecting,7 - Closed Lost,2026-01-22,Tyler Brooks
HIST-0014600,OPP-01856,StageName,,1 - Prospecting,2021-12-01,Antonio Rodriguez
HIST-0014601,OPP-01856,CloseDate,,2023-06-07,2021-12-01,Antonio Rodriguez
HIST-0014602,OPP-01856,Amount,,100,2021-12-01,Antonio Rodriguez
HIST-0014603,OPP-01856,StageName,1 - Prospecting,2 - Scoping,2022-01-20,Antonio Rodriguez
HIST-0014604,OPP-01856,StageName,2 - Scoping,7 - Closed Lost,2023-06-07,Antonio Rodriguez
HIST-0014605,OPP-01857,StageName,,1 - Prospecting,2022-08-09,James Harrington
HIST-0014606,OPP-01857,CloseDate,,2023-12-31,2022-08-09,James Harrington
HIST-0014607,OPP-01857,Amount,,1700,2022-08-09,James Harrington
HIST-0014608,OPP-01857,StageName,1 - Prospecting,2 - Scoping,2022-09-18,James Harrington
HIST-0014609,OPP-01857,StageName,2 - Scoping,3 - Engaged,2022-10-13,James Harrington
HIST-0014610,OPP-01857,StageName,3 - Engaged,7 - Closed Lost,2023-10-01,James Harrington
HIST-0014611,OPP-01857,CloseDate,2023-12-31,2023-10-01,2023-12-10,James Harrington
HIST-0014612,OPP-01858,StageName,,1 - Prospecting,2022-04-17,Marcus Webb
HIST-0014613,OPP-01858,CloseDate,,2023-03-31,2022-04-17,Marcus Webb
HIST-0014614,OPP-01858,Amount,,309600,2022-04-17,Marcus Webb
HIST-0014615,OPP-01858,StageName,1 - Prospecting,2 - Scoping,2022-05-22,Marcus Webb
HIST-0014616,OPP-01858,StageName,2 - Scoping,3 - Engaged,2022-07-06,Marcus Webb
HIST-0014617,OPP-01858,StageName,3 - Engaged,4 - Proposal,2022-07-30,Marcus Webb
HIST-0014618,OPP-01858,StageName,4 - Proposal,6 - Closed Won,2023-09-29,Marcus Webb
HIST-0014619,OPP-01858,CloseDate,2023-03-31,2023-04-30,2023-03-03,Marcus Webb
HIST-0014620,OPP-01858,CloseDate,2023-04-30,2023-06-30,2023-04-09,Marcus Webb
HIST-0014621,OPP-01858,CloseDate,2023-06-30,2023-09-29,2023-06-16,Marcus Webb
HIST-0014622,OPP-01859,StageName,,1 - Prospecting,2023-03-01,Natalie Foster
HIST-0014623,OPP-01859,CloseDate,,2024-04-30,2023-03-01,Natalie Foster
HIST-0014624,OPP-01859,Amount,,29500,2023-03-01,Natalie Foster
HIST-0014625,OPP-01859,StageName,1 - Prospecting,2 - Scoping,2023-04-23,Natalie Foster
HIST-0014626,OPP-01859,StageName,2 - Scoping,1 - Prospecting,2023-05-17,Natalie Foster
HIST-0014627,OPP-01859,StageName,1 - Prospecting,2 - Scoping,2023-06-02,Natalie Foster
HIST-0014628,OPP-01859,StageName,2 - Scoping,3 - Engaged,2023-07-05,Natalie Foster
HIST-0014629,OPP-01859,StageName,3 - Engaged,4 - Proposal,2023-08-23,Natalie Foster
HIST-0014630,OPP-01859,StageName,4 - Proposal,7 - Closed Lost,2024-12-26,Natalie Foster
HIST-0014631,OPP-01859,CloseDate,2024-04-30,2024-07-31,2024-04-02,Natalie Foster
HIST-0014632,OPP-01859,CloseDate,2024-07-31,2024-10-31,2024-07-10,Natalie Foster
HIST-0014633,OPP-01859,CloseDate,2024-10-31,2024-12-26,2024-10-10,Natalie Foster
HIST-0014634,OPP-01860,StageName,,1 - Prospecting,2025-12-04,Samantha Lee
HIST-0014635,OPP-01860,CloseDate,,2026-05-31,2025-12-04,Samantha Lee
HIST-0014636,OPP-01860,Amount,,1900,2025-12-04,Samantha Lee
HIST-0014637,OPP-01860,CloseDate,2026-05-31,2026-08-11,2026-04-11,Samantha Lee
HIST-0014638,OPP-01861,StageName,,1 - Prospecting,2024-08-23,Jennifer Walsh
HIST-0014639,OPP-01861,CloseDate,,2024-08-31,2024-08-23,Jennifer Walsh
HIST-0014640,OPP-01861,Amount,,9800,2024-08-23,Jennifer Walsh
HIST-0014641,OPP-01861,StageName,1 - Prospecting,2 - Scoping,2024-10-17,Jennifer Walsh
HIST-0014642,OPP-01861,StageName,2 - Scoping,3 - Engaged,2024-11-16,Jennifer Walsh
HIST-0014643,OPP-01861,StageName,3 - Engaged,4 - Proposal,2025-01-07,Jennifer Walsh
HIST-0014644,OPP-01861,StageName,4 - Proposal,6 - Closed Won,2025-02-05,Jennifer Walsh
HIST-0014645,OPP-01861,CloseDate,2024-08-31,2024-10-31,2024-08-24,Jennifer Walsh
HIST-0014646,OPP-01861,CloseDate,2024-10-31,2025-01-31,2024-10-10,Jennifer Walsh
HIST-0014647,OPP-01861,CloseDate,2025-01-31,2025-02-05,2025-01-10,Jennifer Walsh
HIST-0014648,OPP-01862,StageName,,1 - Prospecting,2022-10-23,Brian Kim
HIST-0014649,OPP-01862,CloseDate,,2024-07-31,2022-10-23,Brian Kim
HIST-0014650,OPP-01862,Amount,,176100,2022-10-23,Brian Kim
HIST-0014651,OPP-01862,StageName,1 - Prospecting,2 - Scoping,2022-11-15,Brian Kim
HIST-0014652,OPP-01862,StageName,2 - Scoping,3 - Engaged,2022-12-18,Brian Kim
HIST-0014653,OPP-01862,StageName,3 - Engaged,7 - Closed Lost,2024-10-11,Brian Kim
HIST-0014654,OPP-01862,CloseDate,2024-07-31,2024-10-11,2024-07-03,Brian Kim
HIST-0014655,OPP-01863,StageName,,1 - Prospecting,2021-06-21,Antonio Rodriguez
HIST-0014656,OPP-01863,CloseDate,,2022-12-31,2021-06-21,Antonio Rodriguez
HIST-0014657,OPP-01863,Amount,,3300,2021-06-21,Antonio Rodriguez
HIST-0014658,OPP-01863,StageName,1 - Prospecting,2 - Scoping,2021-07-26,Antonio Rodriguez
HIST-0014659,OPP-01863,StageName,2 - Scoping,3 - Engaged,2021-09-06,Antonio Rodriguez
HIST-0014660,OPP-01863,StageName,3 - Engaged,4 - Proposal,2021-09-26,Antonio Rodriguez
HIST-0014661,OPP-01863,StageName,4 - Proposal,5 - Negotiation,2021-11-15,Antonio Rodriguez
HIST-0014662,OPP-01863,StageName,5 - Negotiation,6 - Closed Won,2022-01-08,Antonio Rodriguez
HIST-0014663,OPP-01863,StageName,6 - Closed Won,7 - Closed Lost,2022-09-06,Antonio Rodriguez
HIST-0014664,OPP-01863,CloseDate,2022-12-31,2022-10-31,2022-12-03,Antonio Rodriguez
HIST-0014665,OPP-01863,CloseDate,2022-10-31,2022-11-30,2022-12-04,Antonio Rodriguez
HIST-0014666,OPP-01863,CloseDate,2022-11-30,2022-09-06,2022-12-05,Antonio Rodriguez
HIST-0014667,OPP-01864,StageName,,1 - Prospecting,2023-03-01,Samantha Lee
HIST-0014668,OPP-01864,CloseDate,,2024-02-29,2023-03-01,Samantha Lee
HIST-0014669,OPP-01864,Amount,,176400,2023-03-01,Samantha Lee
HIST-0014670,OPP-01864,StageName,1 - Prospecting,2 - Scoping,2023-04-24,Samantha Lee
HIST-0014671,OPP-01864,StageName,2 - Scoping,7 - Closed Lost,2024-03-10,Samantha Lee
HIST-0014672,OPP-01864,CloseDate,2024-02-29,2024-03-10,2024-02-15,Samantha Lee
HIST-0014673,OPP-01865,StageName,,1 - Prospecting,2021-01-12,Jennifer Walsh
HIST-0014674,OPP-01865,CloseDate,,2022-06-18,2021-01-12,Jennifer Walsh
HIST-0014675,OPP-01865,Amount,,147800,2021-01-12,Jennifer Walsh
HIST-0014676,OPP-01865,StageName,1 - Prospecting,2 - Scoping,2021-02-09,Jennifer Walsh
HIST-0014677,OPP-01865,StageName,2 - Scoping,7 - Closed Lost,2022-06-18,Jennifer Walsh
HIST-0014678,OPP-01866,StageName,,1 - Prospecting,2023-02-02,Marcus Webb
HIST-0014679,OPP-01866,CloseDate,,2023-04-30,2023-02-02,Marcus Webb
HIST-0014680,OPP-01866,Amount,,81500,2023-02-02,Marcus Webb
HIST-0014681,OPP-01866,StageName,1 - Prospecting,2 - Scoping,2023-03-26,Marcus Webb
HIST-0014682,OPP-01866,StageName,2 - Scoping,1 - Prospecting,2023-05-03,Marcus Webb
HIST-0014683,OPP-01866,StageName,1 - Prospecting,2 - Scoping,2023-05-31,Marcus Webb
HIST-0014684,OPP-01866,StageName,2 - Scoping,6 - Closed Won,2023-06-10,Marcus Webb
HIST-0014685,OPP-01866,CloseDate,2023-04-30,2023-03-04,2023-04-16,Marcus Webb
HIST-0014686,OPP-01866,CloseDate,2023-03-04,2023-03-31,2023-04-17,Marcus Webb
HIST-0014687,OPP-01866,CloseDate,2023-03-31,2023-06-10,2023-04-18,Marcus Webb
HIST-0014688,OPP-01867,StageName,,1 - Prospecting,2022-08-25,Derek Thompson
HIST-0014689,OPP-01867,CloseDate,,2023-06-12,2022-08-25,Derek Thompson
HIST-0014690,OPP-01867,Amount,,69400,2022-08-25,Derek Thompson
HIST-0014691,OPP-01867,StageName,1 - Prospecting,7 - Closed Lost,2023-06-12,Derek Thompson
HIST-0014692,OPP-01868,StageName,,1 - Prospecting,2024-03-29,Tyler Brooks
HIST-0014693,OPP-01868,CloseDate,,2024-04-28,2024-03-29,Tyler Brooks
HIST-0014694,OPP-01868,Amount,,1700,2024-03-29,Tyler Brooks
HIST-0014695,OPP-01868,StageName,1 - Prospecting,2 - Scoping,2024-04-27,Tyler Brooks
HIST-0014696,OPP-01868,StageName,2 - Scoping,7 - Closed Lost,2024-05-29,Tyler Brooks
HIST-0014697,OPP-01868,CloseDate,2024-04-28,2024-05-29,2024-04-14,Tyler Brooks
HIST-0014698,OPP-01869,StageName,,1 - Prospecting,2022-04-06,Rachel Nguyen
HIST-0014699,OPP-01869,CloseDate,,2022-10-31,2022-04-06,Rachel Nguyen
HIST-0014700,OPP-01869,Amount,,1600,2022-04-06,Rachel Nguyen
HIST-0014701,OPP-01869,StageName,1 - Prospecting,2 - Scoping,2022-05-09,Rachel Nguyen
HIST-0014702,OPP-01869,StageName,2 - Scoping,3 - Engaged,2022-07-01,Rachel Nguyen
HIST-0014703,OPP-01869,StageName,3 - Engaged,2 - Scoping,2022-08-09,Rachel Nguyen
HIST-0014704,OPP-01869,StageName,2 - Scoping,6 - Closed Won,2023-05-13,Rachel Nguyen
HIST-0014705,OPP-01869,CloseDate,2022-10-31,2023-01-31,2022-10-10,Rachel Nguyen
HIST-0014706,OPP-01869,CloseDate,2023-01-31,2023-04-30,2023-01-03,Rachel Nguyen
HIST-0014707,OPP-01869,CloseDate,2023-04-30,2023-05-13,2023-04-09,Rachel Nguyen
HIST-0014708,OPP-01870,StageName,,1 - Prospecting,2023-12-18,James Harrington
HIST-0014709,OPP-01870,CloseDate,,2024-03-15,2023-12-18,James Harrington
HIST-0014710,OPP-01870,Amount,,3200,2023-12-18,James Harrington
HIST-0014711,OPP-01870,StageName,1 - Prospecting,7 - Closed Lost,2024-03-15,James Harrington
HIST-0014712,OPP-01870,Amount,3200,3600,2023-12-19,James Harrington
HIST-0014713,OPP-01871,StageName,,1 - Prospecting,2021-10-02,Samantha Lee
HIST-0014714,OPP-01871,CloseDate,,2022-01-31,2021-10-02,Samantha Lee
HIST-0014715,OPP-01871,Amount,,95400,2021-10-02,Samantha Lee
HIST-0014716,OPP-01871,StageName,1 - Prospecting,2 - Scoping,2021-11-01,Samantha Lee
HIST-0014717,OPP-01871,StageName,2 - Scoping,3 - Engaged,2021-11-17,Samantha Lee
HIST-0014718,OPP-01871,StageName,3 - Engaged,4 - Proposal,2022-01-11,Samantha Lee
HIST-0014719,OPP-01871,StageName,4 - Proposal,5 - Negotiation,2022-03-02,Samantha Lee
HIST-0014720,OPP-01871,StageName,5 - Negotiation,7 - Closed Lost,2022-03-11,Samantha Lee
HIST-0014721,OPP-01871,CloseDate,2022-01-31,2022-02-28,2022-01-17,Samantha Lee
HIST-0014722,OPP-01871,CloseDate,2022-02-28,2022-03-11,2022-02-07,Samantha Lee
HIST-0014723,OPP-01872,StageName,,1 - Prospecting,2024-10-29,Kevin O'Brien
HIST-0014724,OPP-01872,CloseDate,,2025-01-24,2024-10-29,Kevin O'Brien
HIST-0014725,OPP-01872,Amount,,494000,2024-10-29,Kevin O'Brien
HIST-0014726,OPP-01872,StageName,1 - Prospecting,7 - Closed Lost,2025-01-24,Kevin O'Brien
HIST-0014727,OPP-01873,StageName,,1 - Prospecting,2021-11-07,Kevin O'Brien
HIST-0014728,OPP-01873,CloseDate,,2021-11-30,2021-11-07,Kevin O'Brien
HIST-0014729,OPP-01873,Amount,,39000,2021-11-07,Kevin O'Brien
HIST-0014730,OPP-01873,StageName,1 - Prospecting,7 - Closed Lost,2021-12-13,Kevin O'Brien
HIST-0014731,OPP-01873,CloseDate,2021-11-30,2021-12-13,2021-11-16,Kevin O'Brien
HIST-0014732,OPP-01874,StageName,,1 - Prospecting,2024-11-29,Marcus Webb
HIST-0014733,OPP-01874,CloseDate,,2024-12-29,2024-11-29,Marcus Webb
HIST-0014734,OPP-01874,Amount,,12900,2024-11-29,Marcus Webb
HIST-0014735,OPP-01874,StageName,1 - Prospecting,2 - Scoping,2024-12-23,Marcus Webb
HIST-0014736,OPP-01874,StageName,2 - Scoping,7 - Closed Lost,2025-01-25,Marcus Webb
HIST-0014737,OPP-01874,CloseDate,2024-12-29,2024-11-30,2024-12-15,Marcus Webb
HIST-0014738,OPP-01874,CloseDate,2024-11-30,2024-12-29,2024-12-16,Marcus Webb
HIST-0014739,OPP-01874,CloseDate,2024-12-29,2024-12-29,2024-12-17,Marcus Webb
HIST-0014740,OPP-01874,CloseDate,2024-12-29,2024-11-30,2024-12-18,Marcus Webb
HIST-0014741,OPP-01874,CloseDate,2024-11-30,2025-01-25,2024-12-19,Marcus Webb
HIST-0014742,OPP-01875,StageName,,1 - Prospecting,2021-08-09,Kevin O'Brien
HIST-0014743,OPP-01875,CloseDate,,2022-05-31,2021-08-09,Kevin O'Brien
HIST-0014744,OPP-01875,Amount,,23400,2021-08-09,Kevin O'Brien
HIST-0014745,OPP-01875,StageName,1 - Prospecting,2 - Scoping,2021-09-16,Kevin O'Brien
HIST-0014746,OPP-01875,StageName,2 - Scoping,3 - Engaged,2021-10-03,Kevin O'Brien
HIST-0014747,OPP-01875,StageName,3 - Engaged,4 - Proposal,2021-11-19,Kevin O'Brien
HIST-0014748,OPP-01875,StageName,4 - Proposal,5 - Negotiation,2021-12-04,Kevin O'Brien
HIST-0014749,OPP-01875,StageName,5 - Negotiation,6 - Closed Won,2021-12-23,Kevin O'Brien
HIST-0014750,OPP-01875,StageName,6 - Closed Won,5 - Negotiation,2022-01-29,Kevin O'Brien
HIST-0014751,OPP-01875,StageName,5 - Negotiation,6 - Closed Won,2022-03-19,Kevin O'Brien
HIST-0014752,OPP-01875,StageName,6 - Closed Won,7 - Closed Lost,2022-06-27,Kevin O'Brien
HIST-0014753,OPP-01875,CloseDate,2022-05-31,2022-03-31,2022-05-17,Kevin O'Brien
HIST-0014754,OPP-01875,CloseDate,2022-03-31,2022-06-27,2022-05-18,Kevin O'Brien
HIST-0014755,OPP-01876,StageName,,1 - Prospecting,2021-07-11,Jennifer Walsh
HIST-0014756,OPP-01876,CloseDate,,2023-04-22,2021-07-11,Jennifer Walsh
HIST-0014757,OPP-01876,Amount,,9400,2021-07-11,Jennifer Walsh
HIST-0014758,OPP-01876,StageName,1 - Prospecting,2 - Scoping,2021-08-24,Jennifer Walsh
HIST-0014759,OPP-01876,StageName,2 - Scoping,3 - Engaged,2021-09-08,Jennifer Walsh
HIST-0014760,OPP-01876,StageName,3 - Engaged,6 - Closed Won,2023-04-22,Jennifer Walsh
HIST-0014761,OPP-01877,StageName,,1 - Prospecting,2023-03-16,Marcus Webb
HIST-0014762,OPP-01877,CloseDate,,2024-04-07,2023-03-16,Marcus Webb
HIST-0014763,OPP-01877,Amount,,23800,2023-03-16,Marcus Webb
HIST-0014764,OPP-01877,StageName,1 - Prospecting,2 - Scoping,2023-04-08,Marcus Webb
HIST-0014765,OPP-01877,StageName,2 - Scoping,3 - Engaged,2023-04-29,Marcus Webb
HIST-0014766,OPP-01877,StageName,3 - Engaged,7 - Closed Lost,2024-04-07,Marcus Webb
HIST-0014767,OPP-01878,StageName,,1 - Prospecting,2023-06-26,Tyler Brooks
HIST-0014768,OPP-01878,CloseDate,,2024-07-31,2023-06-26,Tyler Brooks
HIST-0014769,OPP-01878,Amount,,1000,2023-06-26,Tyler Brooks
HIST-0014770,OPP-01878,StageName,1 - Prospecting,2 - Scoping,2023-07-12,Tyler Brooks
HIST-0014771,OPP-01878,StageName,2 - Scoping,1 - Prospecting,2023-08-07,Tyler Brooks
HIST-0014772,OPP-01878,StageName,1 - Prospecting,2 - Scoping,2023-08-24,Tyler Brooks
HIST-0014773,OPP-01878,StageName,2 - Scoping,3 - Engaged,2023-09-18,Tyler Brooks
HIST-0014774,OPP-01878,StageName,3 - Engaged,4 - Proposal,2023-10-16,Tyler Brooks
HIST-0014775,OPP-01878,StageName,4 - Proposal,5 - Negotiation,2023-11-04,Tyler Brooks
HIST-0014776,OPP-01878,StageName,5 - Negotiation,4 - Proposal,2023-12-25,Tyler Brooks
HIST-0014777,OPP-01878,StageName,4 - Proposal,5 - Negotiation,2024-01-26,Tyler Brooks
HIST-0014778,OPP-01878,StageName,5 - Negotiation,6 - Closed Won,2024-03-05,Tyler Brooks
HIST-0014779,OPP-01878,StageName,6 - Closed Won,5 - Negotiation,2024-04-04,Tyler Brooks
HIST-0014780,OPP-01878,StageName,5 - Negotiation,6 - Closed Won,2024-05-05,Tyler Brooks
HIST-0014781,OPP-01878,StageName,6 - Closed Won,7 - Closed Lost,2024-11-03,Tyler Brooks
