opportunity_id,opportunity_name,account_id,amount,created_date,close_date,status,stage,probability
OPP-01678,Westbrook Flooring & Design – Training & Enablement Program,ACC-0074,3597000,2023-11-06,2024-03-13,Lost,7 - Closed Lost,0
OPP-01679,Elmwood Regional Medical Center – Training & Enablement Program,ACC-0024,339000,2024-12-28,2025-05-06,Lost,7 - Closed Lost,0
OPP-01680,Skyline Electronics - Pacific Division – CRM Rollout,ACC-0139,173000,2024-01-18,2025-06-11,Lost,7 - Closed Lost,0
OPP-01681,Apex Contact Solutions – Professional Services Engagement,ACC-0081,186000,2025-03-25,2026-07-03,Open,3 - Engaged,25
OPP-01682,Elmwood Regional Medical Center – Infrastructure Refresh,ACC-0024,1328000,2025-07-12,2025-11-07,Lost,7 - Closed Lost,0
OPP-01683,Coastal Home Furnishings – Cloud Migration,ACC-0065,1902000,2024-06-04,2025-11-27,Lost,7 - Closed Lost,0
OPP-01684,Summit Outdoor Retailers – Digital Transformation Initiative,ACC-0062,842000,2025-11-11,2026-08-07,Open,2 - Scoping,15
OPP-01685,Crestwood Department Stores – Business Intelligence Suite,ACC-0057,1250000,2023-06-11,2024-10-19,Lost,7 - Closed Lost,0
OPP-01686,Greenfield Health Partners - Western Region – Managed Services Contract,ACC-0106,40000,2022-03-15,2023-03-21,Won,6 - Closed Won,100
OPP-01687,Georgia Department of Revenue – Network Infrastructure Upgrade,ACC-0039,78000,2026-03-21,2026-04-21,Open,1 - Prospecting,10
OPP-01688,Oakwood Medical Center – Security Assessment,ACC-0020,748000,2023-11-26,2024-05-06,Won,6 - Closed Won,100
OPP-01689,Northgate Supermarkets - Mountain Region – Training & Enablement Program,ACC-0136,266000,2024-09-22,2025-08-16,Won,6 - Closed Won,100
OPP-01690,Westbrook Flooring & Design – ERP Implementation,ACC-0074,3171000,2021-08-15,2021-12-23,Lost,7 - Closed Lost,0
OPP-01691,Horizon Contact Group – Systems Integration,ACC-0087,23000,2024-01-29,2025-05-14,Lost,7 - Closed Lost,0
OPP-01692,Westbrook Flooring & Design - Midwest Operations – Digital Transformation Initiative,ACC-0132,43000,2025-05-12,2026-04-02,Lost,7 - Closed Lost,0
OPP-01693,Elmwood Regional Medical Center – Digital Transformation Initiative,ACC-0024,1248000,2025-07-18,2025-10-18,Won,6 - Closed Won,100
OPP-01694,Summit Health Network – Workforce Optimization Platform,ACC-0005,1775000,2025-04-15,2026-07-20,Open,2 - Scoping,15
OPP-01695,Greenfield Health Partners - Pacific Division – Digital Transformation Initiative,ACC-0104,71000,2022-07-23,2022-10-16,Lost,7 - Closed Lost,0
OPP-01696,Maricopa County Government – Infrastructure Refresh,ACC-0035,18000,2024-12-21,2025-06-09,Won,6 - Closed Won,100
OPP-01697,Falcon Medical Associates - Central Region – Managed Services Contract,ACC-0114,2000,2025-02-02,2026-02-27,Lost,7 - Closed Lost,0
OPP-01698,Summit Health Network – Compliance Program,ACC-0005,1733000,2022-02-16,2022-05-17,Won,6 - Closed Won,100
OPP-01699,Harborview Medical Center – Cloud Migration,ACC-0008,603000,2022-06-25,2022-07-17,Lost,7 - Closed Lost,0
OPP-01700,Arizona Department of Transportation – Systems Integration,ACC-0051,6000,2023-08-23,2024-01-17,Lost,7 - Closed Lost,0
OPP-01701,Cedar Valley Hospital – Workforce Optimization Platform,ACC-0015,2356000,2023-11-13,2024-02-10,Won,6 - Closed Won,100
OPP-01702,Riverside Community Hospital – Cloud Migration,ACC-0009,1212000,2024-09-26,2026-04-03,Won,6 - Closed Won,100
OPP-01703,Colorado Department of Transportation – Network Infrastructure Upgrade,ACC-0045,64000,2022-02-06,2023-01-29,Lost,7 - Closed Lost,0
OPP-01704,Riverside Community Hospital – Infrastructure Refresh,ACC-0009,1874000,2025-08-22,2026-03-10,Won,6 - Closed Won,100
OPP-01705,Georgia Department of Revenue – Professional Services Engagement,ACC-0039,161000,2022-05-04,2024-04-30,Lost,7 - Closed Lost,0
OPP-01706,Northstar Health System - Southeast Region – Compliance Program,ACC-0101,192000,2021-10-15,2022-06-17,Lost,7 - Closed Lost,0
OPP-01707,City of Nashville Public Safety - Mountain Region – CRM Rollout,ACC-0121,3000,2025-07-28,2026-05-18,Open,1 - Prospecting,10
OPP-01708,City of Nashville Public Safety – CRM Rollout,ACC-0046,141000,2023-09-04,2025-04-12,Lost,7 - Closed Lost,0
OPP-01709,Westfield Service Alliance - Northeast Division – Training & Enablement Program,ACC-0155,4000,2026-02-08,2026-07-23,Open,3 - Engaged,25
OPP-01710,Stonegate Healthcare – Workforce Optimization Platform,ACC-0027,347000,2026-01-07,2026-06-29,Open,2 - Scoping,15
OPP-01711,Northstar Health System – Workforce Optimization Platform,ACC-0001,4718000,2022-07-01,2024-02-03,Lost,7 - Closed Lost,0
OPP-01712,Riverside Community Hospital - Southeast Region – Training & Enablement Program,ACC-0102,817000,2024-12-11,2026-06-10,Open,5 - Negotiation,80
OPP-01713,Bridgepoint Customer Care – CRM Rollout,ACC-0091,68000,2026-02-07,2026-07-14,Open,3 - Engaged,25
OPP-01714,Millbrook Medical Group – CRM Rollout,ACC-0022,1527000,2021-09-25,2022-08-17,Won,6 - Closed Won,100
OPP-01715,Prairie Home Centers - Western Region – Compliance Program,ACC-0128,403000,2021-05-25,2022-02-25,Won,6 - Closed Won,100
OPP-01716,Clearfield Auto Parts – Systems Integration,ACC-0072,1129000,2023-03-19,2024-02-28,Lost,7 - Closed Lost,0
OPP-01717,Highfield Consumer Goods – Managed Services Contract,ACC-0071,3583000,2024-06-19,2025-11-26,Lost,7 - Closed Lost,0
OPP-01718,Horizon Health Alliance – Systems Integration,ACC-0028,552000,2025-09-26,2025-12-31,Lost,7 - Closed Lost,0
OPP-01719,City of Seattle Finance – Managed Services Contract,ACC-0037,23000,2024-07-31,2026-03-24,Won,6 - Closed Won,100
OPP-01720,Northstar Health System – ERP Implementation,ACC-0001,2191000,2023-06-14,2024-01-25,Lost,7 - Closed Lost,0
OPP-01721,Greenfield Health Partners – Compliance Program,ACC-0010,106000,2025-08-15,2025-11-14,Won,6 - Closed Won,100
OPP-01722,Redwood Specialty Foods – Digital Transformation Initiative,ACC-0079,2267000,2021-09-19,2022-06-24,Lost,7 - Closed Lost,0
OPP-01723,Sacramento County Administration – CRM Rollout,ACC-0053,110000,2024-01-21,2025-01-24,Lost,7 - Closed Lost,0
OPP-01724,Apex Medical Associates – Compliance Program,ACC-0011,2774000,2023-04-27,2023-08-28,Won,6 - Closed Won,100
OPP-01725,Harris County Administration – Systems Integration,ACC-0032,273000,2024-10-21,2025-05-20,Lost,7 - Closed Lost,0
OPP-01726,Los Angeles County Services – Professional Services Engagement,ACC-0044,167000,2021-06-05,2021-08-01,Lost,7 - Closed Lost,0
OPP-01727,City of Phoenix General Services – Compliance Program,ACC-0031,335000,2022-04-12,2022-09-04,Lost,7 - Closed Lost,0
OPP-01728,Riverside Community Hospital - Central Region – Training & Enablement Program,ACC-0103,439000,2021-10-03,2022-01-20,Won,6 - Closed Won,100
OPP-01729,Apex Medical Associates – Security Assessment,ACC-0011,2140000,2021-08-27,2022-12-15,Lost,7 - Closed Lost,0
OPP-01730,Westbrook Flooring & Design - Midwest Operations – Professional Services Engagement,ACC-0132,31000,2025-03-15,2026-02-16,Lost,7 - Closed Lost,0
OPP-01731,Westfield Service Alliance - Great Plains Branch – Security Assessment,ACC-0154,16000,2023-03-04,2024-08-23,Lost,7 - Closed Lost,0
OPP-01732,City of Charlotte Planning – Business Intelligence Suite,ACC-0040,88000,2024-09-07,2025-11-27,Lost,7 - Closed Lost,0
OPP-01733,Westbrook Flooring & Design - Midwest Operations – Workforce Optimization Platform,ACC-0132,172000,2021-09-03,2022-03-23,Lost,7 - Closed Lost,0
OPP-01734,Northstar Health System - Southeast Region – Network Infrastructure Upgrade,ACC-0101,167000,2025-10-07,2025-12-15,Won,6 - Closed Won,100
OPP-01735,Ridgemont Healthcare - Northeast Division – Workforce Optimization Platform,ACC-0112,125000,2024-10-10,2024-12-28,Won,6 - Closed Won,100
OPP-01736,Virginia Department of IT – Managed Services Contract,ACC-0036,75000,2023-03-24,2024-03-06,Lost,7 - Closed Lost,0
OPP-01737,Harris County Administration - Pacific Division – Workforce Optimization Platform,ACC-0117,17000,2023-06-30,2024-04-28,Won,6 - Closed Won,100
OPP-01738,Elmwood Regional Medical Center – Data Analytics Platform,ACC-0024,214000,2025-10-06,2025-11-04,Lost,7 - Closed Lost,0
OPP-01739,Silvercreek Customer Services – Security Assessment,ACC-0098,3000,2025-10-08,2026-07-24,Open,5 - Negotiation,80
OPP-01740,Minnesota Health Services – ERP Implementation,ACC-0042,24000,2022-05-27,2023-01-19,Lost,7 - Closed Lost,0
OPP-01741,Sunstone Pet Supplies – Infrastructure Refresh,ACC-0080,7109000,2024-03-01,2026-02-12,Lost,7 - Closed Lost,0
OPP-01742,Sycamore Health Group – CRM Rollout,ACC-0016,548000,2021-07-06,2021-12-08,Won,6 - Closed Won,100
OPP-01743,Goldstone Jewelry Retail - Southeast Region – Training & Enablement Program,ACC-0130,1810000,2024-05-04,2024-07-01,Lost,7 - Closed Lost,0
OPP-01744,Sacramento County Administration - Mountain Region – CRM Rollout,ACC-0125,15000,2022-09-07,2023-01-12,Lost,7 - Closed Lost,0
OPP-01745,Coastal Home Furnishings – Compliance Program,ACC-0065,1149000,2023-01-17,2023-09-15,Won,6 - Closed Won,100
OPP-01746,Paramount Health System - Northeast Division – Data Analytics Platform,ACC-0107,8000,2021-07-13,2022-10-05,Lost,7 - Closed Lost,0
OPP-01747,Greenfield Health Partners - Western Region – Cloud Migration,ACC-0106,16000,2023-09-20,2024-05-29,Lost,7 - Closed Lost,0
OPP-01748,Harborside Retail Group – Data Analytics Platform,ACC-0056,9228000,2024-08-29,2026-08-21,Open,4 - Proposal,60
OPP-01749,Harborview Medical Center – Professional Services Engagement,ACC-0008,2653000,2025-05-16,2026-02-18,Won,6 - Closed Won,100
OPP-01750,Irongate Office Supplies – Managed Services Contract,ACC-0067,3886000,2023-12-28,2024-10-09,Won,6 - Closed Won,100
OPP-01751,Falcon Medical Associates - Western Region – Infrastructure Refresh,ACC-0115,34000,2023-03-13,2024-09-11,Lost,7 - Closed Lost,0
OPP-01752,Westfield Service Alliance – ERP Implementation,ACC-0100,19000,2023-11-07,2025-07-11,Lost,7 - Closed Lost,0
OPP-01753,Ridgeline Sporting Goods – Managed Services Contract,ACC-0064,3575000,2024-11-10,2026-03-08,Lost,7 - Closed Lost,0
OPP-01754,Northstar Health System – Digital Transformation Initiative,ACC-0001,259000,2023-05-28,2023-10-12,Lost,7 - Closed Lost,0
OPP-01755,City of Columbus Administration – Cloud Migration,ACC-0043,75000,2023-10-03,2024-08-14,Lost,7 - Closed Lost,0
OPP-01756,Riverside Community Hospital - Central Region – Data Analytics Platform,ACC-0103,292000,2024-12-04,2026-05-15,Open,4 - Proposal,60
OPP-01757,Cedar Valley Hospital - Southeast Region – CRM Rollout,ACC-0109,109000,2025-08-30,2026-03-25,Lost,7 - Closed Lost,0
OPP-01758,Falcon Medical Associates - Western Region – Digital Transformation Initiative,ACC-0115,24000,2021-10-23,2023-03-07,Lost,7 - Closed Lost,0
OPP-01759,Keystone Apparel Group – Digital Transformation Initiative,ACC-0061,2878000,2025-04-08,2026-04-30,Open,2 - Scoping,15
OPP-01760,Northgate Supermarkets - Mountain Region – ERP Implementation,ACC-0136,618000,2021-12-27,2023-01-24,Won,6 - Closed Won,100
OPP-01761,Falcon Medical Associates – Data Analytics Platform,ACC-0026,220000,2021-12-30,2023-11-26,Lost,7 - Closed Lost,0
OPP-01762,Prairie Contact Solutions – ERP Implementation,ACC-0099,309000,2022-04-07,2022-12-30,Lost,7 - Closed Lost,0
OPP-01763,City of Nashville Public Safety – Workforce Optimization Platform,ACC-0046,10000,2025-09-13,2026-01-13,Lost,7 - Closed Lost,0
OPP-01764,Paramount Health System - Northeast Division – ERP Implementation,ACC-0107,129000,2022-05-27,2024-05-24,Lost,7 - Closed Lost,0
OPP-01765,Vantage Customer Solutions - Southwest District – Security Assessment,ACC-0147,17000,2024-01-29,2024-10-05,Won,6 - Closed Won,100
OPP-01766,Highfield Consumer Goods - Western Region – Business Intelligence Suite,ACC-0129,507000,2025-02-16,2025-07-29,Lost,7 - Closed Lost,0
OPP-01767,Greenfield Health Partners – Cloud Migration,ACC-0010,393000,2025-03-11,2025-09-03,Won,6 - Closed Won,100
OPP-01768,Greenfield Health Partners – Infrastructure Refresh,ACC-0010,345000,2025-01-22,2025-04-30,Won,6 - Closed Won,100
OPP-01769,Silverstone Health Network – CRM Rollout,ACC-0023,2838000,2025-06-06,2025-08-04,Won,6 - Closed Won,100
OPP-01770,Highpoint Health Partners – CRM Rollout,ACC-0021,347000,2023-02-20,2024-12-02,Lost,7 - Closed Lost,0
OPP-01771,Crestwood Department Stores - Southwest District – ERP Implementation,ACC-0126,1000,2022-08-11,2023-08-05,Lost,7 - Closed Lost,0
OPP-01772,Paramount Health System – Systems Integration,ACC-0013,505000,2023-11-05,2024-06-10,Lost,7 - Closed Lost,0
OPP-01773,Stonegate Healthcare – Systems Integration,ACC-0027,1237000,2024-12-11,2025-04-22,Won,6 - Closed Won,100
OPP-01774,Cedar Valley Hospital - Western Region – Managed Services Contract,ACC-0110,405000,2025-02-03,2025-11-08,Won,6 - Closed Won,100
OPP-01775,Westfield Service Alliance – Business Intelligence Suite,ACC-0100,61000,2022-02-09,2022-11-10,Won,6 - Closed Won,100
OPP-01776,City of Jacksonville Finance – Managed Services Contract,ACC-0052,106000,2021-12-02,2023-07-18,Lost,7 - Closed Lost,0
OPP-01777,Coastal Medical Alliance – Training & Enablement Program,ACC-0017,262000,2024-08-23,2026-02-17,Lost,7 - Closed Lost,0
OPP-01778,Nexus Support Services - Pacific Division – Compliance Program,ACC-0146,16000,2023-10-14,2024-12-25,Won,6 - Closed Won,100
OPP-01779,Harborside Retail Group – Training & Enablement Program,ACC-0056,2133000,2022-10-01,2023-05-24,Lost,7 - Closed Lost,0
OPP-01780,Keystone Medical Center – CRM Rollout,ACC-0029,1990000,2021-06-25,2022-12-20,Won,6 - Closed Won,100
OPP-01781,Ridgemont Healthcare - Atlantic Division – CRM Rollout,ACC-0111,213000,2021-12-10,2023-09-09,Lost,7 - Closed Lost,0
OPP-01782,City of Indianapolis Administration – Workforce Optimization Platform,ACC-0049,48000,2024-03-14,2024-10-02,Lost,7 - Closed Lost,0
OPP-01783,Minnesota Health Services – Professional Services Engagement,ACC-0042,49000,2024-02-06,2025-09-26,Lost,7 - Closed Lost,0
OPP-01784,Coastal Medical Alliance – Cloud Migration,ACC-0017,617000,2024-04-04,2025-11-25,Lost,7 - Closed Lost,0
OPP-01785,Skyline Electronics - Pacific Division – Professional Services Engagement,ACC-0139,62000,2025-05-12,2026-06-02,Open,3 - Engaged,25
OPP-01786,Ohio Department of Health – Workforce Optimization Platform,ACC-0033,193000,2025-04-23,2025-10-10,Lost,7 - Closed Lost,0
OPP-01787,Nexus Support Services - Pacific Division – Network Infrastructure Upgrade,ACC-0146,25000,2021-04-24,2021-05-22,Lost,7 - Closed Lost,0
OPP-01788,Clearfield Auto Parts – Infrastructure Refresh,ACC-0072,463000,2023-05-08,2025-04-06,Won,6 - Closed Won,100
OPP-01789,Greenfield Health Partners – Compliance Program,ACC-0010,208000,2025-06-17,2025-08-30,Lost,7 - Closed Lost,0
OPP-01790,Redwood Specialty Foods - Southwest District – Infrastructure Refresh,ACC-0140,286000,2022-03-04,2022-08-14,Won,6 - Closed Won,100
OPP-01791,Silverline Home Goods – Digital Transformation Initiative,ACC-0059,6211000,2024-02-18,2024-09-05,Lost,7 - Closed Lost,0
OPP-01792,Riverside Community Hospital - Central Region – CRM Rollout,ACC-0103,608000,2021-06-11,2022-08-28,Won,6 - Closed Won,100
OPP-01793,Coastal Medical Alliance – Network Infrastructure Upgrade,ACC-0017,502000,2021-08-23,2022-07-10,Lost,7 - Closed Lost,0
OPP-01794,Highfield Consumer Goods – Digital Transformation Initiative,ACC-0071,149000,2021-08-15,2022-03-14,Lost,7 - Closed Lost,0
OPP-01795,Lakeview Medical Partners – Compliance Program,ACC-0006,517000,2025-01-02,2026-02-02,Lost,7 - Closed Lost,0
OPP-01796,BlueCrest Health System – ERP Implementation,ACC-0007,596000,2021-06-02,2023-02-10,Lost,7 - Closed Lost,0
OPP-01797,Ridgemont Healthcare - Atlantic Division – Security Assessment,ACC-0111,66000,2024-01-11,2025-07-06,Lost,7 - Closed Lost,0
OPP-01798,Silvercreek Customer Services – Managed Services Contract,ACC-0098,69000,2022-06-10,2023-09-15,Won,6 - Closed Won,100
OPP-01799,Tennessee Department of Health – CRM Rollout,ACC-0054,283000,2021-07-04,2022-09-22,Won,6 - Closed Won,100
OPP-01800,Crestwood Department Stores – Systems Integration,ACC-0057,727000,2025-03-24,2025-08-29,Lost,7 - Closed Lost,0
OPP-01801,Meridian Medical Center – Cloud Migration,ACC-0002,7000,2025-02-05,2025-09-12,Won,6 - Closed Won,100
OPP-01802,Cascade Regional Hospital – Systems Integration,ACC-0003,705000,2021-12-25,2022-11-21,Lost,7 - Closed Lost,0
OPP-01803,Cedar Valley Hospital – Professional Services Engagement,ACC-0015,2648000,2021-07-07,2021-10-31,Lost,7 - Closed Lost,0
OPP-01804,Vantage Customer Solutions - Central Region – ERP Implementation,ACC-0148,1000,2024-05-24,2025-09-09,Lost,7 - Closed Lost,0
OPP-01805,Summit Health Network – Data Analytics Platform,ACC-0005,1420000,2024-08-20,2025-08-04,Lost,7 - Closed Lost,0
OPP-01806,Meridian Medical Center – Digital Transformation Initiative,ACC-0002,2000,2023-03-23,2024-12-17,Lost,7 - Closed Lost,0
OPP-01807,Silverstone Health Network – Network Infrastructure Upgrade,ACC-0023,1763000,2022-03-20,2022-12-19,Won,6 - Closed Won,100
OPP-01808,Nexus Support Services - Pacific Division – Professional Services Engagement,ACC-0146,55000,2023-06-21,2024-09-06,Lost,7 - Closed Lost,0
OPP-01809,Sycamore Health Group – Training & Enablement Program,ACC-0016,136000,2022-07-27,2023-02-04,Lost,7 - Closed Lost,0
OPP-01810,City of Jacksonville Finance – ERP Implementation,ACC-0052,203000,2024-02-28,2025-06-16,Lost,7 - Closed Lost,0
OPP-01811,Northgate Supermarkets – Network Infrastructure Upgrade,ACC-0075,1156000,2025-08-24,2025-09-29,Lost,7 - Closed Lost,0
OPP-01812,City of Denver Public Works – Managed Services Contract,ACC-0034,169000,2021-10-30,2023-05-07,Lost,7 - Closed Lost,0
OPP-01813,Nexus Support Services - Central Region – Compliance Program,ACC-0144,32000,2024-02-29,2025-03-17,Won,6 - Closed Won,100
OPP-01814,Ridgemont Healthcare - Atlantic Division – Network Infrastructure Upgrade,ACC-0111,185000,2025-03-26,2026-07-25,Open,2 - Scoping,15
OPP-01815,Ridgemont BPO Services – ERP Implementation,ACC-0096,50000,2021-09-26,2023-06-05,Lost,7 - Closed Lost,0
OPP-01816,Cornerstone Health Network – Infrastructure Refresh,ACC-0012,995000,2026-03-20,2026-07-10,Open,3 - Engaged,25
OPP-01817,Keystone Apparel Group – Cloud Migration,ACC-0061,542000,2024-05-28,2025-03-02,Won,6 - Closed Won,100
OPP-01818,Sunridge Health System – Compliance Program,ACC-0030,750000,2025-06-15,2025-07-06,Lost,7 - Closed Lost,0
OPP-01819,Skyline Electronics – Network Infrastructure Upgrade,ACC-0077,484000,2023-05-13,2024-05-02,Won,6 - Closed Won,100
OPP-01820,Frontier Grocery Co. – Data Analytics Platform,ACC-0058,3948000,2022-01-30,2023-01-28,Lost,7 - Closed Lost,0
OPP-01821,Stonegate Healthcare - Southeast Region – Infrastructure Refresh,ACC-0116,180000,2023-10-05,2024-10-24,Lost,7 - Closed Lost,0
OPP-01822,Westbrook Flooring & Design - Central Region – CRM Rollout,ACC-0133,373000,2025-08-09,2025-08-30,Lost,7 - Closed Lost,0
OPP-01823,Lakewood Consumer Electronics – CRM Rollout,ACC-0063,8285000,2026-03-22,2026-07-18,Open,2 - Scoping,15
OPP-01824,Ironwood Medical Center – Workforce Optimization Platform,ACC-0014,1852000,2023-11-30,2025-08-29,Won,6 - Closed Won,100
OPP-01825,Redwood Specialty Foods - Southwest District – Data Analytics Platform,ACC-0140,361000,2022-07-14,2023-11-29,Lost,7 - Closed Lost,0
OPP-01826,Ridgemont Healthcare – Workforce Optimization Platform,ACC-0018,525000,2025-06-09,2025-12-02,Lost,7 - Closed Lost,0
OPP-01827,City of Nashville Public Safety – Network Infrastructure Upgrade,ACC-0046,289000,2021-06-30,2022-05-28,Lost,7 - Closed Lost,0
OPP-01828,Paramount Health System – Compliance Program,ACC-0013,471000,2025-12-22,2026-07-21,Open,5 - Negotiation,80
OPP-01829,Falcon Medical Associates - Western Region – Training & Enablement Program,ACC-0115,56000,2023-05-13,2024-01-06,Won,6 - Closed Won,100
OPP-01830,City of Phoenix General Services – Security Assessment,ACC-0031,288000,2024-03-23,2025-11-25,Won,6 - Closed Won,100
OPP-01831,Coastal Medical Alliance – Data Analytics Platform,ACC-0017,449000,2025-03-25,2026-05-27,Open,2 - Scoping,15
OPP-01832,Northstar Service Solutions - Great Plains Branch – Training & Enablement Program,ACC-0151,14000,2022-06-05,2023-01-01,Lost,7 - Closed Lost,0
OPP-01833,Redwood Specialty Foods – Network Infrastructure Upgrade,ACC-0079,2842000,2025-05-05,2025-08-29,Lost,7 - Closed Lost,0
OPP-01834,Redwood Specialty Foods - Southwest District – CRM Rollout,ACC-0140,775000,2021-01-10,2021-03-17,Lost,7 - Closed Lost,0
OPP-01835,Ridgemont Healthcare – Business Intelligence Suite,ACC-0018,1436000,2023-06-03,2023-07-12,Lost,7 - Closed Lost,0
OPP-01836,Ohio Department of Health – Compliance Program,ACC-0033,80000,2026-03-31,2026-08-19,Open,5 - Negotiation,80
OPP-01837,Skyline Electronics - Southwest District – Workforce Optimization Platform,ACC-0137,23000,2022-07-17,2023-07-16,Won,6 - Closed Won,100
OPP-01838,Prairie Contact Solutions – Systems Integration,ACC-0099,33000,2024-12-21,2026-06-13,Open,3 - Engaged,25
OPP-01839,Harborview Medical Center – Security Assessment,ACC-0008,1088000,2021-11-07,2022-02-10,Lost,7 - Closed Lost,0
OPP-01840,Lakewood Consumer Electronics – Security Assessment,ACC-0063,1156000,2024-02-19,2024-06-28,Won,6 - Closed Won,100
OPP-01841,Wisconsin Department of Education – Training & Enablement Program,ACC-0048,131000,2024-10-10,2026-05-10,Open,2 - Scoping,15
OPP-01842,Prairie Contact Solutions – Security Assessment,ACC-0099,111000,2022-11-20,2023-02-06,Lost,7 - Closed Lost,0
OPP-01843,Cedar Valley Hospital - Southeast Region – Security Assessment,ACC-0109,245000,2022-02-17,2022-03-12,Won,6 - Closed Won,100
OPP-01844,Cedar Valley Hospital - Western Region – Systems Integration,ACC-0110,229000,2021-05-09,2022-04-17,Lost,7 - Closed Lost,0
OPP-01845,Sacramento County Administration - Mountain Region – Security Assessment,ACC-0125,3000,2026-02-11,2026-03-31,Lost,7 - Closed Lost,0
OPP-01846,Streamline Support Inc. – CRM Rollout,ACC-0088,146000,2021-11-06,2023-05-14,Lost,7 - Closed Lost,0
OPP-01847,Harborview Medical Center – Infrastructure Refresh,ACC-0008,1897000,2025-01-09,2025-04-29,Lost,7 - Closed Lost,0
OPP-01848,Summit Outdoor Retailers – Managed Services Contract,ACC-0062,407000,2021-02-07,2021-11-04,Lost,7 - Closed Lost,0
OPP-01849,Millbrook Medical Group – Training & Enablement Program,ACC-0022,2943000,2023-08-30,2023-09-17,Lost,7 - Closed Lost,0
OPP-01850,Nexus Support Services - Pacific Division – Managed Services Contract,ACC-0146,72000,2021-05-23,2022-07-21,Lost,7 - Closed Lost,0
OPP-01851,King County Government – Data Analytics Platform,ACC-0047,85000,2025-06-24,2026-06-02,Open,3 - Engaged,25
OPP-01852,Northstar Service Solutions – Network Infrastructure Upgrade,ACC-0094,397000,2021-08-27,2022-02-15,Lost,7 - Closed Lost,0
OPP-01853,Maricopa County Government – Cloud Migration,ACC-0035,90000,2024-11-28,2026-01-17,Won,6 - Closed Won,100
OPP-01854,Ridgemont Healthcare - Atlantic Division – Infrastructure Refresh,ACC-0111,37000,2024-01-10,2025-08-28,Won,6 - Closed Won,100
OPP-01855,Wisconsin Department of Education – Business Intelligence Suite,ACC-0048,219000,2025-02-16,2026-01-22,Lost,7 - Closed Lost,0
OPP-01856,Lakewood Contact Center – Digital Transformation Initiative,ACC-0095,1000,2021-12-01,2023-06-07,Lost,7 - Closed Lost,0
OPP-01857,City of Jacksonville Finance - Mountain Region – Business Intelligence Suite,ACC-0124,17000,2022-08-09,2023-10-01,Lost,7 - Closed Lost,0
OPP-01858,Coastal Home Furnishings – Data Analytics Platform,ACC-0065,3096000,2022-04-17,2023-09-29,Won,6 - Closed Won,100
OPP-01859,Frontier Grocery Co. – CRM Rollout,ACC-0058,295000,2023-03-01,2024-12-26,Lost,7 - Closed Lost,0
OPP-01860,City of Charlotte Planning – CRM Rollout,ACC-0040,19000,2025-12-04,2026-08-11,Open,1 - Prospecting,10
OPP-01861,Harris County Administration – Training & Enablement Program,ACC-0032,98000,2024-08-23,2025-02-05,Won,6 - Closed Won,100
OPP-01862,Ridgemont Healthcare – Data Analytics Platform,ACC-0018,1761000,2022-10-23,2024-10-11,Lost,7 - Closed Lost,0
OPP-01863,Greenfield Health Partners - Western Region – Training & Enablement Program,ACC-0106,33000,2021-06-21,2022-09-06,Lost,7 - Closed Lost,0
OPP-01864,Clearfield Auto Parts – ERP Implementation,ACC-0072,1764000,2023-03-01,2024-03-10,Lost,7 - Closed Lost,0
OPP-01865,Sunridge Health System – Training & Enablement Program,ACC-0030,1478000,2021-01-12,2022-06-18,Lost,7 - Closed Lost,0
OPP-01866,Broadleaf Book & Media – Systems Integration,ACC-0078,815000,2023-02-02,2023-06-10,Won,6 - Closed Won,100
OPP-01867,Horizon Health Alliance – Professional Services Engagement,ACC-0028,694000,2022-08-25,2023-06-12,Lost,7 - Closed Lost,0
OPP-01868,Cook County Administration – Data Analytics Platform,ACC-0038,17000,2024-03-29,2024-05-29,Lost,7 - Closed Lost,0
OPP-01869,Northstar Service Solutions - Mountain Region – Training & Enablement Program,ACC-0152,16000,2022-04-06,2023-05-13,Won,6 - Closed Won,100
OPP-01870,City of Jacksonville Finance - Mountain Region – ERP Implementation,ACC-0124,36000,2023-12-18,2024-03-15,Lost,7 - Closed Lost,0
OPP-01871,Cedar Valley Hospital – Network Infrastructure Upgrade,ACC-0015,954000,2021-10-02,2022-03-11,Lost,7 - Closed Lost,0
OPP-01872,Ridgeline Sporting Goods – Business Intelligence Suite,ACC-0064,4940000,2024-10-29,2025-01-24,Lost,7 - Closed Lost,0
OPP-01873,Redwood Specialty Foods - Southwest District – Data Analytics Platform,ACC-0140,390000,2021-11-07,2021-12-13,Lost,7 - Closed Lost,0
OPP-01874,Northgate Supermarkets - Mountain Region – CRM Rollout,ACC-0136,129000,2024-11-29,2025-01-25,Lost,7 - Closed Lost,0
OPP-01875,Riverside Community Hospital - Central Region – Network Infrastructure Upgrade,ACC-0103,234000,2021-08-09,2022-06-27,Lost,7 - Closed Lost,0
OPP-01876,Los Angeles County Services – Professional Services Engagement,ACC-0044,94000,2021-07-11,2023-04-22,Won,6 - Closed Won,100
OPP-01877,City of Nashville Public Safety – Cloud Migration,ACC-0046,238000,2023-03-16,2024-04-07,Lost,7 - Closed Lost,0
OPP-01878,Westfield Service Alliance - Northeast Division – Systems Integration,ACC-0155,10000,2023-06-26,2024-11-03,Lost,7 - Closed Lost,0
OPP-01879,Oakwood Medical Center – Digital Transformation Initiative,ACC-0020,738000,2022-03-29,2022-07-19,Lost,7 - Closed Lost,0
